Product_Name,Product_Subcategory,Product_size,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Product_Weight,Product_price,desc
Lenovo,Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4GB,500GB HDD,AMD Radeon R4,Windows 10,2.19kg,15877,"Lenovo , Notebook, 4GB RAM, 500GB HDD, AMD A6-Series 7310 2GHz, AMD Radeon R4,2.19kg, Price ₹15877"
Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4GB,32GB HDD,Intel HD Graphics 400,Windows 10,1.4kg,14119,"Mediacom , Notebook, 4GB RAM, 32GB HDD, Intel Atom Z8350 1.92GHz, Intel HD Graphics 400,1.4kg, Price ₹14119"
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63kg,63936,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce 930MX,2.63kg, Price ₹63936"
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.17kg,89864,"Lenovo , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.17kg, Price ₹89864"
HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.58kg,44574,"HP , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.58kg, Price ₹44574"
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,79866,"Lenovo , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.32kg, Price ₹79866"
Dell,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36kg,194972,"Dell , Gaming, 32GB RAM, 1TB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,4.36kg, Price ₹194972"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,71847,"MSI , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,2.7kg, Price ₹71847"
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,No OS,1.9kg,26101,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.9kg, Price ₹26101"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.2kg,38308,"Dell , Notebook, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i5 8250U 1.6GHz, AMD Radeon 530,2.2kg, Price ₹38308"
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.71kg,34578,"Dell , 2 in 1 Convertible, 4GB RAM, 1TB HDD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,1.71kg, Price ₹34578"
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Linux,2.32kg,31409,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, AMD Radeon R7 M445,2.32kg, Price ₹31409"
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMD Radeon 520,Windows 10,2.1kg,26053,"HP , Notebook, 4GB RAM, 1TB HDD, AMD A9-Series 9420 3GHz, AMD Radeon 520,2.1kg, Price ₹26053"
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2kg,103096,"Acer , Gaming, 16GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 1060,4.2kg, Price ₹103096"
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.25kg,34578,"Dell , Notebook, 12GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.25kg, Price ₹34578"
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1kg,34632,"HP , Notebook, 6GB RAM, 128GB SSD +  1TB HDD, AMD A9-Series A9-9420 3GHz, AMD Radeon 520,2.1kg, Price ₹34632"
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.4kg,29783,"Acer , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.4kg, Price ₹29783"
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.44kg,51148,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.44kg, Price ₹51148"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.85kg,41505,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.85kg, Price ₹41505"
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia Quadro M2200,Windows 10,2.6kg,128884,"HP , Workstation, 16GB RAM, 256GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia Quadro M2200,2.6kg, Price ₹128884"
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,1.55kg,35111,"Dell , 2 in 1 Convertible, 8GB RAM, 1TB HDD, Intel Core i5 8250U 1.6GHz, Intel UHD Graphics 620,1.55kg, Price ₹35111"
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg,111593,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,1.8kg, Price ₹111593"
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.4kg,21887,"Acer , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,2.4kg, Price ₹21887"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.0kg,64308,"Dell , Notebook, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce 940MX,2.0kg, Price ₹64308"
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2kg,35431,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,2kg, Price ₹35431"
Toshiba,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,81784,"Toshiba , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.25kg, Price ₹81784"
Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.7kg,53226,"Lenovo , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.7kg, Price ₹53226"
Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,1TB SSD,Nvidia Quadro M520M,Windows 10,2.5kg,175770,"Lenovo , Workstation, 16GB RAM, 1TB SSD, Intel Core i7 7600U 2.8GHz, Nvidia Quadro M520M,2.5kg, Price ₹175770"
Acer,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68kg,17582,"Acer , Notebook, 2GB RAM, 32GB Flash Storage, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,1.68kg, Price ₹17582"
Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,87858,"Samsung , Ultrabook, 16GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,0.81kg, Price ₹87858"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.86kg,28717,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,1.86kg, Price ₹28717"
Dell,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,60031,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.6kg, Price ₹60031"
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16GB,256GB SSD,Nvidia Quadro M2000M,Windows 7,3kg,233845,"HP , Workstation, 16GB RAM, 256GB SSD, Intel Xeon E3-1535M v5 2.9GHz, Nvidia Quadro M2000M,3kg, Price ₹233845"
Lenovo,Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,Windows 10,1.4kg,25308,"Lenovo , Netbook, 4GB RAM, 128GB SSD, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,1.4kg, Price ₹25308"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.84kg,101232,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6300U 2.4GHz, Intel HD Graphics 520,1.84kg, Price ₹101232"
Asus,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45kg,30849,"Asus , Notebook, 4GB RAM, 1TB HDD, Intel Core i5 6300HQ 2.3GHz, Nvidia GeForce GTX 950M,2.45kg, Price ₹30849"
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,180GB SSD,Intel HD Graphics 520,Windows 10,1.7kg,58394,"Lenovo , Ultrabook, 4GB RAM, 180GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.7kg, Price ₹58394"
Asus,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.37kg,45282,"Asus , Notebook, 4GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,2.37kg, Price ₹45282"
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8GB,256GB SSD,Intel HD Graphics 540,Windows 10,1.3kg,63882,"Lenovo , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 6260U 1.8GHz, Intel HD Graphics 540,1.3kg, Price ₹63882"
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,58554,"HP , Notebook, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1050,2.2kg, Price ₹58554"
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59kg,83170,"HP , Workstation, 8GB RAM, 256GB SSD, Intel Core i7 6700HQ 2.6GHz, Nvidia Quadro M1000M,2.59kg, Price ₹83170"
Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,152859,"Dell , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,4.42kg, Price ₹152859"
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.1kg,31914,"Acer , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.1kg, Price ₹31914"
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5kg,55837,"Lenovo , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.5kg, Price ₹55837"
Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.18kg,99047,"Dell , Ultrabook, 16GB RAM, 256GB SSD, Intel Core i7 7600U 2.8GHz, Intel HD Graphics 620,1.18kg, Price ₹99047"
Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1kg,83063,"Google , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7Y57 1.2GHz, Intel HD Graphics 615,1.1kg, Price ₹83063"
Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.2kg,60153,"Asus , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.2kg, Price ₹60153"
Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.65kg,45234,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,1.65kg, Price ₹45234"
Acer,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.6kg,34898,"Acer , Notebook, 4GB RAM, 128GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.6kg, Price ₹34898"
Asus,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8kg,25059,"Asus , Notebook, 4GB RAM, 1TB HDD, Intel Pentium Quad Core N4200 1.1GHz, Nvidia GeForce 920MX,2.8kg, Price ₹25059"
Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72kg,58554,"Dell , Gaming, 16GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 960M,2.72kg, Price ₹58554"
Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.31kg,85194,"Samsung , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.31kg, Price ₹85194"
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Linux,2.1kg,15877,"Acer , Notebook, 4GB RAM, 1TB HDD, Intel Pentium Quad Core N4200 1.1GHz, Intel HD Graphics 505,2.1kg, Price ₹15877"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.3kg,62938,"Dell , Notebook, 16GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, AMD Radeon R7 M445,2.3kg, Price ₹62938"
Samsung,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon 540,Windows 10,1.71kg,95850,"Samsung , 2 in 1 Convertible, 16GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, AMD Radeon 540,1.71kg, Price ₹95850"
Toshiba,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.75kg,54345,"Toshiba , Notebook, 4GB RAM, 128GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.75kg, Price ₹54345"
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,58554,"Dell , Gaming, 8GB RAM, 1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.62kg, Price ₹58554"
HP,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.26kg,66280,"HP , Ultrabook, 4GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.26kg, Price ₹66280"
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,2TB HDD,Nvidia GeForce 940MX,Windows 10,2.3kg,44701,"Asus , 2 in 1 Convertible, 12GB RAM, 2TB HDD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce 940MX,2.3kg, Price ₹44701"
Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5kg,126273,"Lenovo , Notebook, 16GB RAM, 512GB SSD, Intel Core i7 6820HQ 2.7GHz, Nvidia Quadro M2000M,2.5kg, Price ₹126273"
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.8kg,33886,"Acer , Notebook, 4GB RAM, 128GB SSD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,1.8kg, Price ₹33886"
Razer,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg,154458,"Razer , Gaming, 16GB RAM, 512GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,1.95kg, Price ₹154458"
Asus,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8GB,128GB SSD,Intel HD Graphics 505,Windows 10,2kg,31003,"Asus , Notebook, 8GB RAM, 128GB SSD, Intel Pentium Dual Core N4200 1.1GHz, Intel HD Graphics 505,2kg, Price ₹31003"
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42kg,191211,"Dell , Gaming, 32GB RAM, 1TB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070M,4.42kg, Price ₹191211"
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3kg,125208,"Asus , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 1070,4.3kg, Price ₹125208"
Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47kg,93985,"Toshiba , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 6600U 2.6GHz, Nvidia GeForce 930M,1.47kg, Price ₹93985"
Lenovo,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8GB,1TB HDD,Intel HD Graphics 405,No OS,2.2kg,17529,"Lenovo , Notebook, 8GB RAM, 1TB HDD, Intel Celeron Quad Core N3710 1.6GHz, Intel HD Graphics 405,2.2kg, Price ₹17529"
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.7kg,122490,"Lenovo , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.7kg, Price ₹122490"
MSI,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6kg,100752,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,1.6kg, Price ₹100752"
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,58021,"MSI , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1050,2.2kg, Price ₹58021"
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,53226,"Lenovo , Gaming, 4GB RAM, 1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.4kg, Price ₹53226"
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2kg,122490,"Acer , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,4.2kg, Price ₹122490"
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,52480,"Dell , Gaming, 8GB RAM, 256GB SSD, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1050,2.62kg, Price ₹52480"
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,Windows 10,2.24kg,71341,"Asus , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX1060,2.24kg, Price ₹71341"
Vero,Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.22kg,10810,"Vero , Notebook, 4GB RAM, 32GB Flash Storage, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,1.22kg, Price ₹10810"
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,104961,"Lenovo , 2 in 1 Convertible, 8GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.37kg, Price ₹104961"
Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08kg,51095,"Lenovo , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, AMD Radeon R7 M460,2.08kg, Price ₹51095"
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,512GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg,62071,"Apple , Ultrabook, 8GB RAM, 512GB Flash Storage, Intel Core M 1.2GHz, Intel HD Graphics 5300,0.920kg, Price ₹62071"
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,124142,"Lenovo , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.42kg, Price ₹124142"
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63kg,15930,"Asus , Notebook, 4GB RAM, 32GB Flash Storage, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,1.63kg, Price ₹15930"
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,43156,"Dell , Notebook, 8GB RAM, 128GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.95kg, Price ₹43156"
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.38kg,71874,"Lenovo , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.38kg, Price ₹71874"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,256GB SSD,AMD Radeon R5 M420X,Windows 10,2kg,39373,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i3 6006U 2GHz, AMD Radeon R5 M420X,2kg, Price ₹39373"
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14kg,110017,"HP , Workstation, 8GB RAM, 256GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia Quadro M2200,3.14kg, Price ₹110017"
